,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
15166,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,4,22,Offline,0,0,0,106.0,0,Canceled
15167,2,0,1,3,Meal Plan 1,0,Room_Type 1,96,4,18,Online,0,0,0,82.45,1,Not_Canceled
15168,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,9,28,Complementary,0,0,0,65.0,0,Not_Canceled
15169,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,6,18,Offline,0,0,0,96.3,0,Not_Canceled
15170,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,11,20,Offline,0,0,0,49.07,0,Not_Canceled
15171,2,0,1,1,Meal Plan 1,1,Room_Type 2,37,2,6,Online,0,0,0,81.55,1,Not_Canceled
15172,2,0,2,0,Not Selected,0,Room_Type 1,0,7,24,Online,0,0,0,134.0,0,Not_Canceled
15173,2,1,0,3,Meal Plan 2,0,Room_Type 1,6,2,23,Online,0,0,0,158.5,2,Not_Canceled
15174,1,0,2,1,Not Selected,0,Room_Type 1,116,12,17,Online,0,0,0,79.2,2,Not_Canceled
15175,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,6,24,Offline,0,0,0,115.0,1,Canceled
15176,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,3,11,Online,0,0,0,73.95,0,Canceled
15177,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,10,13,Complementary,0,0,0,0.0,1,Not_Canceled
15178,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,12,13,Corporate,0,0,0,79.0,0,Not_Canceled
15179,1,0,1,3,Meal Plan 1,0,Room_Type 1,103,11,7,Online,0,0,0,187.25,2,Not_Canceled
15180,1,0,2,2,Not Selected,0,Room_Type 1,207,10,28,Online,0,0,0,85.5,0,Canceled
15181,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,11,10,Online,0,0,0,88.23,0,Not_Canceled
15182,2,0,0,5,Meal Plan 1,0,Room_Type 1,231,12,27,Offline,0,0,0,64.6,0,Not_Canceled
15183,2,0,1,3,Meal Plan 1,0,Room_Type 1,153,7,4,Online,0,0,0,133.88,2,Canceled
15184,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,18,Offline,0,0,0,115.0,1,Canceled
15185,1,0,2,1,Meal Plan 2,0,Room_Type 1,245,9,17,Online,0,0,0,0.0,0,Not_Canceled
15186,2,0,2,7,Meal Plan 2,0,Room_Type 1,14,3,4,Online,0,0,0,132.33,0,Canceled
15187,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,10,26,Online,0,0,0,109.0,0,Not_Canceled
15188,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,6,24,Offline,0,0,0,95.0,0,Not_Canceled
15189,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,7,11,Offline,0,0,0,72.25,0,Not_Canceled
15190,1,0,1,2,Meal Plan 1,0,Room_Type 1,39,6,20,Online,0,0,0,94.5,2,Not_Canceled
15191,2,0,0,1,Meal Plan 1,1,Room_Type 7,0,9,9,Complementary,0,0,0,0.0,1,Not_Canceled
15192,2,0,2,2,Meal Plan 1,0,Room_Type 4,164,9,30,Online,0,0,0,126.9,1,Canceled
15193,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,10,13,Offline,0,0,0,112.0,0,Not_Canceled
15194,2,0,1,1,Meal Plan 1,0,Room_Type 2,0,12,5,Online,0,0,0,73.0,1,Not_Canceled
15195,2,0,2,2,Meal Plan 1,0,Room_Type 4,81,5,21,Online,0,0,0,132.6,0,Canceled
15196,2,0,2,1,Not Selected,0,Room_Type 1,89,4,9,Online,0,0,0,79.5,0,Not_Canceled
15197,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,6,20,Online,0,0,0,99.9,1,Not_Canceled
15198,1,0,0,3,Meal Plan 1,0,Room_Type 1,58,1,27,Offline,0,0,0,81.0,0,Not_Canceled
15199,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,10,4,Online,0,0,0,118.8,0,Canceled
15200,1,2,0,3,Meal Plan 1,0,Room_Type 6,1,10,6,Online,0,0,0,221.33,2,Not_Canceled
15201,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,12,10,Corporate,1,0,2,65.0,0,Not_Canceled
15202,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2,12,Online,0,0,0,127.0,3,Not_Canceled
15203,3,0,0,2,Meal Plan 1,0,Room_Type 4,145,8,17,Online,0,0,0,142.2,0,Not_Canceled
15204,2,0,1,2,Meal Plan 1,0,Room_Type 1,318,9,16,Offline,0,0,0,80.75,0,Not_Canceled
15205,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,10,29,Offline,0,0,0,130.0,0,Not_Canceled
15206,2,0,0,5,Meal Plan 1,0,Room_Type 4,129,8,16,Online,0,0,0,124.2,2,Not_Canceled
15207,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,10,26,Online,0,0,0,98.36,1,Not_Canceled
15208,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,4,22,Offline,0,0,0,106.0,0,Canceled
15209,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,9,29,Online,0,0,0,139.5,2,Not_Canceled
15210,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,4,16,Online,0,0,0,109.8,1,Not_Canceled
15211,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,5,31,Corporate,0,0,0,95.0,0,Not_Canceled
15212,2,0,1,1,Meal Plan 1,0,Room_Type 1,46,1,18,Offline,0,0,0,60.0,0,Not_Canceled
15213,3,0,2,1,Meal Plan 1,0,Room_Type 4,40,3,27,Online,0,0,0,139.87,1,Canceled
15214,2,0,1,0,Not Selected,0,Room_Type 1,63,9,4,Online,0,0,0,99.0,1,Not_Canceled
15215,2,0,0,3,Meal Plan 1,0,Room_Type 1,74,5,3,Offline,0,0,0,80.75,1,Not_Canceled
15216,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,1,2,Offline,0,0,0,101.0,0,Not_Canceled
15217,1,0,0,4,Meal Plan 2,0,Room_Type 1,296,9,21,Offline,0,0,0,96.0,0,Not_Canceled
15218,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,6,19,Online,0,0,0,141.0,1,Not_Canceled
15219,1,0,1,0,Not Selected,0,Room_Type 1,131,10,10,Online,0,0,0,108.0,0,Canceled
15220,4,0,1,1,Meal Plan 1,0,Room_Type 5,141,7,16,Online,0,0,0,137.7,2,Not_Canceled
15221,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,8,17,Online,0,0,0,150.0,1,Not_Canceled
15222,1,0,1,5,Meal Plan 1,0,Room_Type 1,3,3,1,Complementary,0,0,0,55.5,1,Not_Canceled
15223,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,10,17,Offline,0,0,0,67.0,0,Not_Canceled
15224,2,0,2,4,Meal Plan 1,0,Room_Type 1,4,11,27,Online,0,0,0,80.79,1,Not_Canceled
15225,2,0,2,0,Not Selected,0,Room_Type 1,81,4,10,Online,0,0,0,85.5,1,Not_Canceled
15226,2,0,2,3,Meal Plan 1,0,Room_Type 1,210,8,7,Online,0,0,0,90.95,1,Not_Canceled
15227,1,0,1,3,Meal Plan 1,0,Room_Type 1,21,8,31,Online,0,0,0,91.25,1,Canceled
15228,2,0,0,1,Not Selected,0,Room_Type 1,13,9,15,Corporate,0,0,0,100.0,1,Not_Canceled
15229,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,7,15,Online,0,0,0,137.7,1,Canceled
15230,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,18,Offline,0,0,0,101.5,0,Not_Canceled
15231,2,0,2,5,Meal Plan 1,0,Room_Type 1,166,8,1,Online,0,0,0,99.45,0,Canceled
15232,1,0,2,1,Meal Plan 1,0,Room_Type 1,20,3,6,Online,0,0,0,85.0,0,Canceled
15233,2,2,0,2,Meal Plan 1,0,Room_Type 5,9,8,17,Online,0,0,0,149.0,0,Not_Canceled
15234,1,1,1,2,Not Selected,0,Room_Type 1,64,11,21,Online,0,0,0,64.37,1,Not_Canceled
15235,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,21,Offline,0,0,0,90.0,0,Not_Canceled
15236,2,0,0,2,Not Selected,0,Room_Type 1,14,6,22,Online,0,0,0,109.0,1,Not_Canceled
15237,1,0,0,3,Meal Plan 1,0,Room_Type 1,218,10,13,Offline,0,0,0,80.0,0,Not_Canceled
15238,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,11,8,Corporate,1,0,1,74.0,1,Not_Canceled
15239,2,0,0,1,Meal Plan 1,0,Room_Type 4,65,4,23,Online,0,0,0,118.8,0,Not_Canceled
15240,2,0,2,5,Meal Plan 1,0,Room_Type 4,106,7,19,Online,0,0,0,121.37,0,Canceled
15241,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,8,31,Online,0,0,0,139.0,1,Not_Canceled
15242,2,2,0,2,Meal Plan 1,0,Room_Type 7,86,7,15,Online,0,0,0,205.06,2,Not_Canceled
15243,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Offline,0,0,0,110.0,0,Canceled
15244,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,8,24,Offline,0,0,0,92.65,2,Not_Canceled
15245,2,0,1,1,Meal Plan 1,0,Room_Type 1,105,6,27,Online,0,0,0,105.3,0,Canceled
15246,2,2,2,1,Meal Plan 1,1,Room_Type 6,56,8,13,Online,0,0,0,216.9,1,Not_Canceled
15247,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,6,8,Offline,0,0,0,120.0,0,Not_Canceled
15248,2,0,2,3,Meal Plan 1,0,Room_Type 1,127,5,6,Online,0,0,0,99.45,0,Not_Canceled
15249,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,3,25,Offline,0,0,0,130.0,0,Canceled
15250,2,0,1,4,Meal Plan 1,0,Room_Type 1,118,12,28,Online,0,0,0,110.8,2,Not_Canceled
15251,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,10,17,Online,0,0,0,104.85,1,Not_Canceled
15252,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,1,31,Corporate,0,0,0,80.0,0,Not_Canceled
15253,2,0,2,6,Meal Plan 1,0,Room_Type 1,336,9,21,Offline,0,0,0,84.13,0,Not_Canceled
15254,2,0,0,2,Not Selected,0,Room_Type 1,12,1,15,Online,0,0,0,77.0,1,Not_Canceled
15255,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,6,Offline,0,0,0,115.0,1,Canceled
15256,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,12,8,Online,0,0,0,91.38,0,Not_Canceled
15257,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,8,30,Offline,0,0,0,80.0,0,Not_Canceled
15258,3,0,0,1,Meal Plan 1,0,Room_Type 4,4,8,24,Online,0,0,0,198.0,2,Not_Canceled
15259,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,20,Offline,0,0,0,73.0,0,Not_Canceled
15260,2,0,0,2,Not Selected,1,Room_Type 1,0,8,4,Online,0,0,0,80.0,1,Not_Canceled
15261,2,0,0,3,Meal Plan 1,0,Room_Type 1,90,8,31,Online,0,0,0,129.9,2,Not_Canceled
15262,1,0,1,0,Meal Plan 1,0,Room_Type 1,19,9,12,Corporate,0,0,0,68.5,0,Not_Canceled
15263,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,9,8,Offline,0,0,0,125.1,0,Canceled
15264,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,10,22,Online,0,0,0,112.79,1,Canceled
15265,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,10,10,Online,0,0,0,127.8,0,Not_Canceled
15266,2,0,2,1,Meal Plan 1,0,Room_Type 4,130,10,29,Online,0,0,0,104.4,2,Not_Canceled
15267,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,6,2,Offline,0,0,0,140.0,0,Not_Canceled
15268,2,0,1,2,Meal Plan 1,0,Room_Type 1,2,8,21,Online,0,0,0,100.67,2,Not_Canceled
15269,2,0,0,1,Not Selected,0,Room_Type 1,4,10,29,Online,0,0,0,140.0,2,Not_Canceled
15270,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,3,27,Offline,0,0,0,86.0,0,Not_Canceled
15271,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,4,24,Offline,0,0,0,95.0,0,Canceled
15272,2,0,2,1,Meal Plan 1,0,Room_Type 1,78,4,9,Online,0,0,0,96.3,0,Not_Canceled
15273,1,0,1,1,Meal Plan 1,1,Room_Type 1,5,12,5,Corporate,0,0,0,88.0,1,Not_Canceled
15274,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,11,11,Offline,0,0,0,90.0,0,Not_Canceled
15275,2,0,1,3,Meal Plan 1,0,Room_Type 4,56,4,7,Online,0,0,0,130.05,0,Not_Canceled
15276,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,5,13,Offline,0,0,0,95.0,0,Canceled
15277,1,0,0,3,Meal Plan 1,0,Room_Type 1,119,6,7,Offline,0,0,0,110.0,0,Not_Canceled
15278,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,6,6,Offline,0,0,0,110.0,0,Not_Canceled
15279,1,0,1,4,Meal Plan 1,0,Room_Type 1,5,3,7,Offline,0,0,0,55.74,0,Not_Canceled
15280,2,0,2,0,Meal Plan 1,0,Room_Type 1,223,10,4,Online,0,0,0,89.25,2,Canceled
15281,2,0,0,2,Not Selected,0,Room_Type 1,22,2,16,Online,0,0,0,79.0,1,Not_Canceled
15282,2,0,1,0,Meal Plan 1,0,Room_Type 1,37,9,25,Offline,0,0,0,85.5,0,Not_Canceled
15283,2,0,0,1,Not Selected,0,Room_Type 1,0,11,14,Online,0,0,0,85.0,2,Not_Canceled
15284,1,0,2,1,Meal Plan 1,0,Room_Type 1,28,2,6,Online,0,0,0,81.1,2,Not_Canceled
15285,2,0,2,5,Meal Plan 1,0,Room_Type 1,196,8,16,Online,0,0,0,55.96,2,Not_Canceled
15286,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2,12,Offline,0,0,0,40.67,0,Not_Canceled
15287,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,12,2,Offline,0,0,0,52.0,0,Not_Canceled
15288,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Offline,0,0,0,130.0,0,Canceled
15289,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,4,5,Corporate,1,0,7,65.0,1,Not_Canceled
15290,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,21,Offline,0,0,0,115.0,0,Canceled
15291,2,0,0,3,Not Selected,0,Room_Type 1,9,7,27,Offline,0,0,0,75.0,0,Not_Canceled
15292,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,9,4,Offline,0,0,0,76.67,0,Not_Canceled
15293,2,2,0,2,Meal Plan 1,0,Room_Type 6,28,9,30,Online,0,0,0,224.1,2,Not_Canceled
15294,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,3,13,Offline,0,0,0,63.58,0,Not_Canceled
15295,2,0,0,4,Meal Plan 1,0,Room_Type 1,118,8,26,Online,0,0,0,58.9,1,Canceled
15296,2,0,2,3,Not Selected,0,Room_Type 1,76,3,27,Online,0,0,0,58.9,1,Not_Canceled
15297,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,10,1,Online,0,0,0,127.0,1,Not_Canceled
15298,1,0,3,7,Meal Plan 1,0,Room_Type 1,11,11,18,Online,0,0,0,76.93,1,Canceled
15299,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,8,29,Online,0,0,0,112.5,0,Not_Canceled
15300,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,6,7,Offline,0,0,0,130.0,0,Canceled
15301,2,0,0,2,Meal Plan 1,0,Room_Type 5,1,9,27,Offline,0,0,0,170.0,2,Not_Canceled
15302,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,5,13,Offline,0,0,0,101.0,0,Canceled
15303,2,1,1,3,Meal Plan 2,0,Room_Type 6,100,10,24,Online,0,0,0,221.18,0,Canceled
15304,2,0,1,2,Meal Plan 1,0,Room_Type 1,209,4,25,Online,0,0,0,81.77,1,Not_Canceled
15305,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,5,19,Online,0,0,0,136.0,1,Not_Canceled
15306,2,2,1,3,Meal Plan 1,0,Room_Type 6,14,4,18,Online,0,0,0,191.5,0,Canceled
15307,2,0,2,0,Meal Plan 1,0,Room_Type 1,95,11,20,Online,0,0,0,84.6,2,Canceled
15308,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2,28,Offline,0,0,0,60.0,0,Canceled
15309,3,0,2,4,Meal Plan 1,0,Room_Type 4,41,8,28,Online,0,0,0,143.55,2,Canceled
15310,2,0,2,3,Not Selected,0,Room_Type 1,10,2,20,Online,0,0,0,81.0,0,Not_Canceled
15311,2,0,1,1,Meal Plan 1,0,Room_Type 6,5,9,24,Online,0,0,0,239.0,3,Not_Canceled
15312,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,10,20,Online,0,0,0,123.2,1,Not_Canceled
15313,2,0,2,5,Meal Plan 2,0,Room_Type 1,14,10,4,Online,0,0,0,153.03,0,Not_Canceled
15314,2,0,0,3,Not Selected,0,Room_Type 1,80,4,12,Online,0,0,0,85.5,1,Canceled
15315,1,0,0,1,Meal Plan 1,0,Room_Type 4,15,4,20,Online,0,0,0,109.34,1,Not_Canceled
15316,2,1,2,0,Meal Plan 1,0,Room_Type 1,143,6,26,Online,0,0,0,118.65,1,Canceled
15317,1,0,1,1,Meal Plan 1,0,Room_Type 1,66,4,2,Online,0,0,0,88.2,0,Canceled
15318,2,2,0,2,Meal Plan 1,0,Room_Type 6,2,7,20,Online,0,0,0,201.0,2,Not_Canceled
15319,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,23,Offline,0,0,0,115.0,1,Canceled
15320,2,0,0,1,Not Selected,0,Room_Type 1,8,9,2,Online,0,0,0,119.0,1,Not_Canceled
15321,1,0,1,2,Meal Plan 1,0,Room_Type 6,63,11,7,Online,0,0,0,193.68,0,Not_Canceled
15322,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,12,30,Offline,0,0,0,95.0,0,Not_Canceled
15323,2,0,0,4,Not Selected,0,Room_Type 1,178,8,10,Online,0,0,0,89.25,0,Canceled
15324,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,4,24,Offline,0,0,0,95.0,0,Canceled
15325,2,0,1,3,Meal Plan 1,0,Room_Type 1,22,11,24,Online,0,0,0,68.07,1,Not_Canceled
15326,1,0,1,2,Meal Plan 1,0,Room_Type 1,18,2,19,Offline,0,0,0,69.0,0,Canceled
15327,3,0,0,1,Meal Plan 1,0,Room_Type 1,37,6,29,Offline,0,0,0,111.6,1,Not_Canceled
15328,2,0,2,2,Meal Plan 1,0,Room_Type 1,91,9,3,Online,0,0,0,135.9,1,Not_Canceled
15329,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,11,24,Offline,0,0,0,67.83,0,Not_Canceled
15330,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,9,26,Offline,0,0,0,98.1,0,Canceled
15331,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,10,29,Offline,0,0,0,70.0,1,Not_Canceled
15332,3,0,2,1,Meal Plan 1,0,Room_Type 1,35,4,17,Online,0,0,0,101.41,2,Not_Canceled
15333,2,0,0,5,Not Selected,0,Room_Type 1,21,7,5,Online,0,0,0,139.0,1,Not_Canceled
15334,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Offline,0,0,0,110.0,0,Canceled
15335,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,4,Offline,0,0,0,89.0,0,Canceled
15336,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,5,13,Offline,0,0,0,95.0,0,Canceled
15337,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Offline,0,0,0,87.0,0,Not_Canceled
15338,1,0,1,1,Not Selected,0,Room_Type 1,24,6,13,Online,0,0,0,99.0,2,Not_Canceled
15339,0,2,2,5,Meal Plan 1,0,Room_Type 2,40,9,4,Online,0,0,0,106.9,0,Canceled
15340,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,8,21,Online,0,0,0,167.0,0,Canceled
15341,3,0,0,2,Meal Plan 1,0,Room_Type 4,8,2,5,Online,0,0,0,127.0,1,Canceled
15342,2,0,2,5,Meal Plan 1,1,Room_Type 1,102,7,23,Online,0,0,0,114.3,1,Not_Canceled
15343,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Offline,0,0,0,130.0,0,Canceled
15344,2,0,2,4,Meal Plan 1,0,Room_Type 1,281,12,28,Online,0,0,0,68.07,1,Not_Canceled
15345,3,0,0,1,Meal Plan 1,0,Room_Type 4,27,7,23,Online,0,0,0,187.0,2,Not_Canceled
15346,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,11,17,Offline,0,0,0,86.6,1,Not_Canceled
15347,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,4,Offline,0,0,0,89.0,0,Canceled
15348,3,0,0,1,Meal Plan 1,0,Room_Type 4,1,12,6,Online,0,0,0,154.0,2,Not_Canceled
15349,2,0,2,1,Meal Plan 1,0,Room_Type 4,3,7,10,Online,0,0,0,162.67,0,Canceled
15350,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,10,23,Complementary,0,0,0,3.0,0,Not_Canceled
15351,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,8,15,Online,0,0,0,165.67,2,Not_Canceled
15352,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,9,18,Offline,0,0,0,108.0,0,Not_Canceled
15353,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,8,14,Offline,0,0,0,109.0,0,Not_Canceled
15354,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,7,30,Offline,0,0,0,115.0,1,Canceled
15355,3,0,0,1,Meal Plan 1,0,Room_Type 4,69,7,2,Online,0,0,0,150.3,0,Canceled
15356,1,0,1,1,Meal Plan 1,0,Room_Type 1,66,4,2,Online,0,0,0,88.2,0,Canceled
15357,2,0,1,3,Meal Plan 1,0,Room_Type 4,167,12,26,Online,0,0,0,97.75,0,Canceled
15358,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,9,26,Offline,0,0,0,75.0,0,Canceled
15359,2,0,1,3,Meal Plan 1,0,Room_Type 2,121,2,15,Online,0,0,0,58.91,2,Not_Canceled
15360,2,0,0,1,Meal Plan 1,0,Room_Type 1,23,9,4,Online,0,0,0,105.0,0,Not_Canceled
15361,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,6,6,Offline,0,0,0,110.0,0,Not_Canceled
15362,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,4,4,Online,0,0,0,87.55,1,Not_Canceled
15363,1,0,1,2,Meal Plan 1,0,Room_Type 1,61,2,29,Online,0,0,0,78.9,1,Canceled
15364,2,0,0,2,Meal Plan 1,0,Room_Type 4,86,10,26,Online,0,0,0,104.4,1,Canceled
15365,3,0,2,7,Meal Plan 2,0,Room_Type 4,142,10,21,Online,0,0,0,187.0,0,Canceled
15366,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,12,3,Offline,0,0,0,55.0,0,Not_Canceled
15367,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,9,19,Offline,0,0,0,118.15,0,Canceled
15368,2,0,0,1,Not Selected,0,Room_Type 1,0,2,18,Online,0,0,0,79.0,0,Not_Canceled
15369,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,8,28,Online,0,0,0,90.0,2,Not_Canceled
15370,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2,28,Offline,0,0,0,60.0,0,Canceled
15371,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Offline,0,0,0,110.0,0,Canceled
15372,2,0,1,4,Meal Plan 1,0,Room_Type 1,194,9,7,Online,0,0,0,116.45,1,Canceled
15373,2,0,2,3,Meal Plan 1,0,Room_Type 4,129,7,31,Online,0,0,0,120.6,0,Canceled
15374,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,10,29,Online,0,0,0,87.32,1,Not_Canceled
15375,2,1,0,3,Meal Plan 1,0,Room_Type 1,159,5,26,Online,0,0,0,119.85,1,Canceled
15376,2,0,1,4,Meal Plan 1,0,Room_Type 4,60,4,18,Online,0,0,0,110.5,0,Not_Canceled
15377,2,0,0,3,Not Selected,0,Room_Type 1,44,8,31,Online,0,0,0,99.0,1,Not_Canceled
15378,2,0,0,3,Meal Plan 1,0,Room_Type 4,57,11,17,Offline,0,0,0,60.0,0,Not_Canceled
15379,2,0,1,2,Meal Plan 1,0,Room_Type 4,15,9,2,Online,0,0,0,153.0,0,Not_Canceled
15380,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,11,11,Offline,0,0,0,75.0,0,Not_Canceled
15381,3,0,0,3,Meal Plan 1,0,Room_Type 1,199,8,9,Online,0,0,0,128.7,2,Canceled
15382,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,6,19,Offline,0,0,0,81.0,0,Canceled
15383,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,21,Offline,0,0,0,115.0,0,Canceled
15384,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,11,3,Online,0,0,0,127.5,3,Not_Canceled
15385,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,6,9,Online,0,0,0,117.9,0,Not_Canceled
15386,2,0,2,2,Meal Plan 1,0,Room_Type 4,90,8,7,Online,0,0,0,133.2,0,Not_Canceled
15387,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,13,Offline,0,0,0,95.0,0,Not_Canceled
15388,2,0,2,2,Meal Plan 1,0,Room_Type 1,26,10,9,Offline,0,0,0,85.0,0,Not_Canceled
15389,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,9,29,Offline,0,0,0,65.0,0,Not_Canceled
15390,1,0,1,1,Meal Plan 1,0,Room_Type 1,42,8,15,Offline,0,0,0,72.0,0,Canceled
15391,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,11,9,Offline,0,0,0,80.0,0,Not_Canceled
15392,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,10,13,Offline,0,0,0,80.0,0,Not_Canceled
15393,2,1,0,2,Meal Plan 1,0,Room_Type 1,58,12,8,Online,0,0,0,109.8,0,Canceled
15394,1,0,2,7,Meal Plan 1,0,Room_Type 1,28,2,3,Online,0,0,0,74.7,0,Canceled
15395,2,0,2,4,Meal Plan 1,0,Room_Type 1,261,10,22,Online,0,0,0,93.78,1,Not_Canceled
15396,2,0,1,1,Not Selected,0,Room_Type 1,1,8,1,Online,0,0,0,71.65,0,Not_Canceled
15397,1,0,1,1,Meal Plan 1,0,Room_Type 4,11,10,3,Online,0,0,0,130.9,1,Not_Canceled
15398,2,0,0,2,Meal Plan 1,0,Room_Type 2,11,12,11,Complementary,0,0,0,0.0,1,Not_Canceled
15399,3,0,0,2,Meal Plan 1,0,Room_Type 1,55,4,29,Online,0,0,0,159.3,2,Not_Canceled
15400,2,0,2,1,Meal Plan 1,0,Room_Type 1,60,8,13,Online,0,0,0,135.9,1,Not_Canceled
15401,2,1,2,0,Meal Plan 1,0,Room_Type 1,68,4,24,Online,0,0,0,117.0,2,Not_Canceled
15402,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,9,26,Offline,0,0,0,107.0,0,Canceled
15403,2,0,1,0,Not Selected,0,Room_Type 1,52,8,28,Online,0,0,0,99.0,3,Not_Canceled
